budget,casting,director,distributor,duration,entries,film_id,genres,img_src,nationality,release,synopsis,title
,Julie Delpy|Chris Rock|Albert Delpy|Alexia Landeau|Alexandre Nahon|Dylan Baker|Kate Burton|Daniel Brühl|Erin Darke,Julie Delpy,Rezo Films,95,144635,178188,Comédie|Romance,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/77/69/94/20034907.jpg,France|Allemagne|Belgique,2012-03-28,"Marion (Julie Delpy) est désormais installée à New York, où elle vit avec Mingus (Chris Rock), un journaliste de radio, leurs deux enfants qu’ils ont eus de relations antérieures et un chat. Le couple est très amoureux ! Marion est toujours photographe et prépare son exposition. Son père, sa sœur et son petit copain (qui est en fait l’ex de Marion et qui n’était pas prévu du tout) débarquent à New York pour le vernissage. Le choc des cultures mais surtout les personnalités débridées des trois arrivants vont provoquer un véritable feu d’artifice entre Mingus, un vrai « newyorker », Marion disjonctée sur les bords, son père qui ne parle pas un mot d’anglais, sa sœur toujours en phase avec ses problèmes freudiens, et son petit ami… no comment ! Vous pouvez deviner la suite, ou pas…",2 Days In New York
12000000USD,Charlize Theron|Patton Oswalt|Patrick Wilson|Elizabeth Reaser|Collette Wolfe|Jill Eikenberry|Richard Bekins|J.K. Simmons,Jason Reitman,Paramount Pictures France,93,84715,179438,Comédie|Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/85/59/22/20033477.jpg,U.S.A.,2012-03-28,"Originaire d’une petite ville de province où elle s’ennuyait à mourir, Mavis Gary s’est installée à Minneapolis où elle est devenue auteur de romans pour ados. Mais lorsqu’elle apprend que son ex-petit copain de lycée est devenu papa, elle décide de revenir sur les lieux de son enfance pour le reconquérir. Tandis que Mavis semble sûre d’elle et de son pouvoir de séduction, la situation ne tourne pas à son avantage. Elle noue alors une relation peu banale avec un ancien camarade de lycée, mal dans sa peau, qui, malgré les apparences, lui ressemble plus qu’il n’y paraît...",Young Adult
,Léa Seydoux|Diane Kruger|Virginie Ledoyen|Xavier Beauvois|Noémie Lvovsky|Michel Robin|Julie-Marie Parmentier|Lolita Chammah,Benoit Jacquot,Ad Vitam,100,165380,189188,Historique,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/89/16/45/20027717.jpg,France|Espagne,2012-03-21,"En 1789, à l’aube de la Révolution, Versailles continue de vivre dans l’insouciance et la désinvolture, loin du tumulte qui gronde à Paris. Quand la nouvelle de la prise de la Bastille arrive à la Cour, le château se vide, nobles et serviteurs s’enfuient… Mais Sidonie Laborde, jeune lectrice entièrement dévouée à la Reine, ne veut pas croire les bruits qu’elle entend. Protégée par Marie-Antoinette, rien ne peut lui arriver. Elle ignore que ce sont les trois derniers jours qu’elle vit à ses côtés.",Les Adieux à la reine
20000000EUR,Jérémie Renier|Benoît Magimel|Monica Scattini|Sabrina Seyvecou|Ana Girardot|Joséphine Japy|Marc Barbé|Eric Savin,Florent-Emilio Siri,StudioCanal,148,1006479,179102,Biopic|Drame|Musical,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/83/52/69/20018701.jpg,France|Belgique,2012-03-14,"Cloclo, c’est le destin tragique d’une icône de la chanson française décédée à l’âge de 39 ans, qui plus de trente ans après sa disparition continue de fasciner. Star adulée et business man, bête de scène et pro du marketing avant l’heure, machine à tubes et patron de presse, mais aussi père de famille et homme à femmes…",Cloclo
,Lola Dewaere|Victoria Abril|Catherine Hosmalin|Grégory Fitoussi|Mehdi Nebbou|Julia Piaton|Martin Daquin|Pauline Lefevre,Charlotte De Turckheim,UGC Distribution,101,365886,129372,Comédie,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/87/65/13/19955877.jpg,France,2012-03-28,"Nina est jeune, jolie et ronde. Malheureusement son mari Gaspard n’aime que les femmes très minces… Surtout depuis qu’ils se sont installés à Paris pour monter leur ligne de maillot de bain ultra pointue. Pour tenter de le séduire à nouveau, Nina accepte à contrecœur le cadeau qu'il lui offre : une cure d’amaigrissement à Brides-les-Bains. Le dernier espoir des gros quand on a tout essayé. ",Mince alors !
60000000USD,Hugh Grant|Salma Hayek|Russell Tovey|Brendan Gleeson|Ashley Jensen|David Tennant|Imelda Staunton|Jeremy Piven|Brian Blessed|Lenny Henry|Mitchell Mullen|Connor Byrnes|Anton Yelchin|Martin Freeman|Edouard Baer|Caterina Murino|Hervé Grull|Raphael Cohen (II)|Marie-Eugénie Maréchal|Arnaud Bedouet|Catherine Davenier|Anatole De Bodinat,Jeff Newitt|Peter Lord,Sony Pictures Releasing France,89,175826,43118,Aventure|Animation|Famille,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/89/06/15/20022505.jpg,U.S.A.|Grande-Bretagne,2012-03-28,"Malgré son enthousiasme, le Capitaine Pirate a beaucoup de mal à se faire passer pour une terreur des mers. Secondé par un équipage aussi peu doué que lui, le Capitaine rêve pourtant de battre ses rivaux, Black Bellamy et Liz Lafaucheuse, en remportant le prestigieux Prix du Pirate de l'Année.","Les Pirates ! Bons à rien, Mauvais en tout"
17000000USD,Daniel Radcliffe|Ciarán Hinds|Janet McTeer|Liz White|Shaun Dooley|Roger Allam|Sophie Stuckey|David Burke (I),James Watkins,Metropolitan FilmExport,95,272453,183556,Drame|Epouvante-horreur|Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/87/39/46/20017909.jpg,Grande-Bretagne|Canada|Suède,2012-03-14,"Arthur Kipps, jeune notaire à Londres, est obligé de se rendre dans le petit village perdu de Crythin Gifford pour régler la succession d’une cliente récemment décédée. Dans l’impressionnant manoir de la défunte, il ne va pas tarder à découvrir d’étranges signes qui semblent renvoyer à de très sombres secrets. Face au passé enfoui des villageois, face à la mystérieuse femme en noir qui hante les lieux et s’approche chaque jour davantage, Arthur va basculer dans le plus épouvantable des cauchemars…",La Dame en noir
250000000USD,Taylor Kitsch|Lynn Collins|Samantha Morton|Willem Dafoe|Dominic West|Mark Strong|Thomas Haden Church|Ciarán Hinds,Andrew Stanton,The Walt Disney Company France,140,475960,137263,Action|Aventure|Science Fiction,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/84/84/75/19998370.jpg,U.S.A.,2012-03-07,"Le cinéaste oscarisé Andrew Stanton signe avec JOHN CARTER un grand film d’aventures qui se déroule sur la planète Barsoom (Mars), peuplée de tribus guerrières et d’extraordinaires créatures. Tiré du premier livre du « Cycle de Mars » d’Edgar Rice Burroughs, le film raconte le fascinant voyage de John Carter, qui se retrouve inexplicablement transporté sur Barsoom, au cœur d’une guerre mystérieuse entre les habitants de la planète. Parmi tous les êtres étranges qui peuplent cet univers, il fera la connaissance de Tars Tarkas et de la captivante princesse Dejah Thoris. Dans ce monde sur le point de disparaître, Carter va découvrir que la survie de Barsoom et de son peuple est entre ses mains…",John Carter
12000000USD,Thomas Mann (II)|Oliver Cooper|Jonathan Daniel Brown|Dax Flame|Kirby Bliss Blanton|Brady Hender|Nick Nervies|Alexis Knapp,Nima Nourizadeh,Warner Bros. France,87,645681,185031,Comédie,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/86/82/55/20028166.jpg,U.S.A.,2012-03-14,"Alors qu'ils semblaient jusque-là se fondre dans la masse, trois lycéens décident de sortir de l'anonymat. En apparence, leur projet est plutôt inoffensif puisqu'ils ont l'intention d'organiser une fête des plus mémorables. Mais rien n'aurait pu les préparer à la soirée qu'ils s'apprêtent à vivre... La rumeur se propage alors rapidement, tandis que les rêves des uns s'effondrent, les résultats scolaires des autres dégringolent, et des légendes se forgent…",Projet X
,Eddy Mitchell|Alexandra Lamy|Valérie Bonneton|Arnaud Ducret|Thomas Solivérès|Sophie de Fürst|Patrick Bouchitey|Lévanah Solomon,Étienne Chatiliez,Pathé,98,183648,194620,Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/86/82/57/20030564.jpg,France,2012-03-21,"En Nouvelle-Zélande, un richissime homme d’affaires d’origine française, Charles Doumeng, voit basculer sa vie en apprenant qu’il est atteint d’une maladie incurable. Sexagénaire, sans famille ni héritier et n’ayant plus que quelques semaines à vivre, éprouvant un soudain regain d’affection, il se met à la recherche de sa sœur, qu’il n’a pas revue depuis cinquante ans, dans l’ouest de la France.",L'Oncle Charles
150000000USD,Johnny Depp|Michelle Pfeiffer|Helena Bonham Carter|Eva Green|Jackie Earle Haley|Jonny Lee Miller|Bella Heathcote|Chloë Grace Moretz,Tim Burton,Warner Bros. France,112,676890,130298,Comédie|Fantastique,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/86/05/49/20078610.jpg,U.S.A.,2012-05-09,"En 1752, Joshua et Naomi Collins quittent Liverpool, en Angleterre, pour prendre la mer avec leur jeune fils Barnabas, et commencer une nouvelle vie en Amérique. Mais même un océan ne parvient pas à les éloigner de la terrible malédiction qui s’est abattue sur leur famille. Vingt années passent et Barnabas a le monde à ses pieds, ou du moins la ville de Collinsport, dans le Maine. Riche et puissant, c’est un séducteur invétéré… jusqu’à ce qu’il commette la grave erreur de briser le cœur d’Angelique Bouchard. C’est une sorcière, dans tous les sens du terme, qui lui jette un sort bien plus maléfique que la mort : celui d’être transformé en vampire et enterré vivant.",Dark Shadows
,Philippe Lellouche|Julie Gayet|Gérard Darmon|Vanessa Demouy|Christian Vadim|Julie Bernard|Alain Doutey|Nicole Calfan|Gilles Lellouche,Philippe Lellouche,Pathé,94,138820,192650,Comédie|Famille,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/86/82/56/20003941.jpg,France,2012-03-07,"Juillet 1976, année de la canicule. Claude, juif d’Algérie arrivé en France quinze ans plus tôt, emmène sa jeune femme Isabelle, ses deux garçons et sa belle mère en Bretagne. C'est Isabelle, ayant pris Claude en flagrant délit d'adultère, qui a choisi pour les vacances le petit village où elle est née. Dès le lendemain de leur arrivée, Bernard et Bernadette, Jacky et Marie-France, deux couples d'amis, les y rejoignent. Au Rocher Abraham, ils sont accueillis avec méfiance par les autochtones à l'accent rugueux comme leurs mains... Principalement au café Pondemer, le café du village où les hommes se retrouvent. Juifs pieds-noirs, bretons catholiques, Parisiens, provinciaux... : la cohabitation n'est pas facile. Mais ce sont des hommes avant tout. Des vrais. Alors peu à peu, avec beaucoup d'humour, avec humanité, avec empathie, les choses vont évoluer, des liens se tisser... Le passé, les vieilles rancœurs, les inimitiés, seront balayés ! Laissant la place à l'amitié, aux émotions, aux amours de vacances... Des moments de vie qu'on n'oublie pas. Sentiments humains que chacun de nous connaît... Et le couple Claude-Isabelle qui se ressoude. Au Rocher Abraham, à vingt cinq kilomètres de la mer, même Bibou et Simon, deux frères complices, vont vivre un bel été. Leurs plus belles vacances ! Pour Simon surtout, qui va connaître ses premiers émois, son premier baiser, son premier amour.",Nos plus belles vacances
30000000USD,Guy Pearce|Maggie Grace|Vincent Regan|Joseph Gilgun|Lennie James|Peter Stormare|Jacky Ido|Tim Plester,James Mather (II)|Stephen St. Leger,EuropaCorp Distribution,96,285441,178187,Action|Science Fiction|Thriller,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/89/19/07/20034511.jpg,France|Espagne,2012-04-18,"MS One est une prison spatiale expérimentale où les 500 criminels les plus dangereux au monde sont maintenus dans un sommeil artificiel. Chargée d’une mission humanitaire, la fille du Président des Etats-Unis, Emilie Warnock, arrive à bord de la station. Une mutinerie d’une rare violence y éclate. Emilie et l’équipe du MS One sont prises en otage par les détenus. Le Président décide d’y envoyer l’agent Snow avec pour seule et unique mission de sauver sa fille et personne d’autre…",Lock Out
,Tom Hanks|Thomas Horn|Sandra Bullock|Max von Sydow|Zoe Caldwell|John Goodman|Viola Davis|Jeffrey Wright,Stephen Daldry,Warner Bros. France,128,134454,179838,Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/86/06/90/20045444.jpg,U.S.A.,2012-02-29,"Oskar Schell, 11 ans, est un jeune New-Yorkais à l'imagination débordante. Un an après la mort de son père dans les attentats du World Trade Center, le ""jour le plus noir"", selon l'adolescent, il découvre une clé dans les affaires du défunt. Déterminé à maintenir un lien avec l'homme qui lui a appris à surmonter ses plus grandes angoisses, il se met en tête de trouver la serrure qui correspond à la mystérieuse clé. Tandis qu'il sillonne la ville pour résoudre l'énigme, il croise toutes sortes d'individus qui, chacun à leur façon, sont des survivants. Chemin faisant, il découvre aussi des liens insoupçonnés avec son père qui lui manque terriblement et avec sa mère qui semble si loin de lui, mais aussi avec le monde déconcertant et périlleux qui l'entoure...",Extrêmement fort et incroyablement près
34000000USD,Liam Neeson|Dallas Roberts|Frank Grillo|Dermot Mulroney|Nonso Anozie|Joe Anderson|Ben Bray|James Badge Dale,Joe Carnahan,Metropolitan FilmExport,117,176547,177500,Action|Aventure|Drame,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/86/40/48/19866419.jpg,U.S.A.,2012-02-29,"Comme beaucoup de ceux qui choisissent de vivre au fin fond de l’Alaska, John Ottway a quelque chose à fuir. De sa vie d’avant, il garde le souvenir d’une femme, une photo qu’il tient toujours contre lui, et beaucoup de regrets. ",Le Territoire des Loups
,Jean Dujardin|Gilles Lellouche|Alexandra Lamy|Géraldine Nakache|Guillaume Canet|Sandrine Kiberlain|Manu Payet|Isabelle Nanty,Jean Dujardin|Gilles Lellouche|Emmanuelle Bercot|Fred Cavayé|Michel Hazanavicius|Eric Lartigau|Alexandre Courtès|Jan Kounen,Mars Films,109,1082028,191442,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/83/85/95/20004868.jpg,France,2012-02-29,"L’infidélité masculine et ses nombreuses variations, vues par 7 réalisateurs.",Les Infidèles
85000000USD,Denzel Washington|Ryan Reynolds|Vera Farmiga|Brendan Gleeson|Sam Shepard|Rubén Blades|Nora Arnezeder|Robert Patrick,Daniel Espinosa,Universal Pictures International France,116,326572,183321,Action|Thriller,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/87/60/25/19996396.jpg,U.S.A.|Afrique du Sud,2012-02-22,"Tobin Frost est le traître le plus haï et le plus redouté de la CIA. Après avoir échappé au contre-espionnage pendant près de dix ans, il refait surface en Afrique du Sud. Lorsque sa cachette d’un faubourg du Cap est attaquée par un mystérieux commando, un jeune ""bleu"", Matt Weston, est obligé d’assurer seul sa fuite et de le conduire dans une nouvelle résidence sécurisée. ""Ange gardien"" malgré lui, Matt voit dans cette mission une chance inespérée de faire ses preuves aux yeux de l’Agence. Une relation précaire s’établit entre le débutant et le renégat endurci. Mais Frost, manipulateur né, réserve quelques surprises à son candide protecteur…",Sécurité rapprochée
12000000USD,Dane DeHaan|Alex Russell|Michael B. Jordan|Michael Kelly|Ashley Hinshaw|Bo Peterson|Anna Wood|Rudi Malcom,Josh Trank,Twentieth Century Fox France,84,458842,184617,Drame|Epouvante-horreur|Science Fiction,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/86/40/76/19996345.jpg,U.S.A.|Grande-Bretagne,2012-02-22,"Après avoir été en contact avec une mystérieuse substance, trois lycéens se découvrent des super-pouvoirs. La chronique de leur vie qu’ils tenaient sur les réseaux sociaux n’a désormais plus rien d’ordinaire…",Chronicle
